InternalNumber,UniqueID,Name,URLLink,Team,Country,AgeDate,Age,Weight,Height,Contract,Rookie,PProtected,NoApplyRerate,AvailableforTrade,NoTrade,CanPlayPro,CanPlayFarm,ForceWaiver,ExcludeFromSalaryCap,ProSalaryInFarm,StarPower,SalaryAverage,Salary1,Salary2,Salary3,Salary4,Salary5,Salary6,Salary7,Salary8,Salary9,Salary10,Injury,NumberOfInjury,Condition,Suspension,NHLID,DraftYear,DraftOverallPick,DraftOriginalTeam,Retire,Jersey,Status1,Status2,Status3,Status4,Status5,Status6,Status7,Status8,Status9,Status10,SK,DU,EN,SZ,AG,RB,SC,HS,RT,PH,PS,EX,LD,PO,MO,Overall,ProGP,ProSecPlay,ProW,ProL,ProOTL,ProShutout,ProGA,ProSA,ProSARebound,ProPim,ProA,ProPenalityShotsShots,ProPenalityShotsGoals,ProStartGoaler,ProBackupGoaler,ProEmptyNetGoal,ProStar(1),ProStar(2),ProStar(3),ProStarPower7Days,ProStarPower30Days,ProStarPowerYear,FarmGp,FarmSecPlay,FarmW,FarmL,FarmOTL,FarmShutout,FarmGA,FarmSA,FarmSARebound,FarmPim,FarmA,FarmPenalityShotsShots,FarmPenalityShotsGoals,FarmStartGoaler,FarmBackupGoaler,FarmEmptyNetGoal,FarmStar(1),FarmStar(2),FarmStar(3),FarmStarPower7Days,FarmStarPower30Days,FarmStarPowerYear,Empty6
329,328,Jean-Marc Zeller,,16,SWI,1993-12-31,29,208,72,4,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,61,85,63,78,70,54,61,80,87,84,78,80,78,31,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
330,329,Rolland Charron,,1,CAN,1996-12-31,26,180,69,4,False,False,False,False,False,True,True,False,False,False,0,3656504,3656504,3656504,3656504,3656504,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,68,77,40,76,69,72,87,96,99,85,63,78,84,52,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3747,0,0,0,0,2,31,0,0,0,0,0,0,8,0,0,0,0,0,0,0,
331,330,Michel Chapman,,23,CAN,2002-12-31,20,181,69,4,False,False,False,False,False,True,True,False,False,False,0,3172240,3172240,3172240,3172240,3172240,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,86,77,66,64,72,67,71,72,53,59,77,77,74,80,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
332,331,Angel Soto,,22,USA,1999-12-31,23,185,73,5,False,False,False,False,False,True,True,False,False,False,0,2623731,2623731,2623731,2623731,2623731,2623731,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,71,79,72,75,73,64,59,64,55,74,91,69,89,63,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
333,332,Gerry Mooney,,11,USA,1995-12-31,27,175,66,4,False,False,False,False,False,True,True,False,False,False,0,2315929,2315929,2315929,2315929,2315929,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,84,97,60,69,71,93,92,67,83,82,94,97,99,49,50,82,3,4001,0,2,1,0,7,21,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
334,333,Luke Whitney,,7,USA,1994-12-31,28,209,75,3,False,False,False,False,False,True,True,False,False,False,0,3804667,3804667,3804667,3804667,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,64,89,73,77,71,79,98,84,99,93,94,56,81,36,50,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
335,334,Phil Browning,,18,USA,1987-12-31,35,219,79,3,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,79,89,76,70,84,81,83,79,90,92,87,96,70,9,50,82,5,9408,0,1,1,0,8,97,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
336,335,Maksim Belyy,,8,BEL,1989-12-31,33,219,78,2,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,64,84,75,75,71,78,83,90,68,66,87,95,99,14,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
337,336,Gavin Cole,,8,CAN,1992-12-31,30,219,79,2,False,False,False,False,False,True,True,False,False,False,0,3214278,3214278,3214278,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,83,95,66,84,84,62,66,79,99,60,85,69,83,25,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
338,337,Akezhan Litvinov,,13,KAZ,1993-12-31,29,195,74,4,False,False,False,False,False,True,True,False,False,False,0,3772380,3772380,3772380,3772380,3772380,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,71,77,62,71,68,50,50,59,77,66,72,80,77,30,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
339,338,Georgy Safonov,,9,RUS,1996-12-31,26,227,76,2,False,False,False,False,False,True,True,False,False,False,0,2177198,2177198,2177198,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,82,78,57,67,75,88,63,67,62,61,75,62,54,54,50,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
340,339,David Jones,,1,CAN,1987-12-31,35,215,75,1,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,89,88,88,66,81,66,66,74,85,77,83,78,60,5,50,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25117,4,4,0,0,19,229,0,0,0,0,0,8,0,0,2,1,0,0,1540,1540,
341,340,Ahmet Moller,,8,SWE,2000-12-31,22,234,79,2,False,False,False,False,False,True,True,False,False,False,0,2989955,2989955,2989955,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,87,78,86,78,85,86,75,68,70,78,83,76,68,73,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
342,341,Aslan Afonina,,10,RUS,2002-12-31,20,207,79,3,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,69,85,34,80,80,88,89,83,96,76,83,99,75,80,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11985,0,4,0,0,9,91,0,0,0,0,0,4,0,0,0,0,0,0,480,480,
343,342,Juha Borg,,20,SWE,2004-12-31,18,183,73,4,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,71,94,78,81,62,99,90,99,88,62,91,83,60,95,50,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
344,343,Dimarik Soboleva,,6,RUS,2004-12-31,18,179,65,2,True,False,False,False,False,True,True,False,False,False,0,1577602,1577602,1577602,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,64,80,50,73,86,61,83,55,70,69,78,83,84,88,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
345,344,Eetu Ruuskanen,,1,FIN,1995-12-31,27,191,72,4,False,False,False,False,False,True,True,False,False,False,0,3185273,3185273,3185273,3185273,3185273,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,66,85,64,75,68,67,81,78,76,62,50,80,67,46,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
346,345,Rich Donnelly,,20,GRB,1990-12-31,32,235,79,1,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,60,90,82,77,71,53,82,90,71,62,60,81,96,21,50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
347,346,Roy Granberg,,3,SWE,2000-12-31,22,239,77,2,False,False,False,False,False,True,True,False,False,False,0,3055025,3055025,3055025,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,73,93,54,81,83,62,89,74,96,63,81,77,78,67,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11367,1,1,0,0,6,92,0,0,0,0,0,0,7,0,0,1,0,0,500,500,
348,347,Ken Corriveau,,10,CAN,2002-12-31,20,197,73,5,False,False,False,False,False,True,True,False,False,False,0,2384647,2384647,2384647,2384647,2384647,2384647,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,66,78,27,78,63,73,68,60,79,67,74,81,61,81,50,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
349,348,Isaac Yoder,,12,USA,1989-12-31,33,199,74,2,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,89,80,76,77,80,65,88,66,73,82,67,88,93,16,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3970,0,0,0,0,4,42,0,0,0,0,0,0,6,0,0,0,0,0,0,0,
350,349,Mauri Tuomela,,6,FIN,1988-12-31,34,190,74,2,False,False,False,False,False,True,True,False,False,False,0,3144034,3144034,3144034,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,68,98,27,74,75,78,88,63,75,75,88,86,77,11,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
351,350,Aaron Durocher,,8,CAN,1992-12-31,30,166,67,2,False,False,False,False,False,True,True,False,False,False,0,3724902,3724902,3724902,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,72,99,86,76,76,68,71,99,94,68,72,87,87,27,50,80,2,3586,0,0,0,0,2,36,0,2,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
352,351,Drew Tremblay,,17,CAN,1989-12-31,33,188,68,4,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,88,84,58,65,70,71,63,69,60,74,82,89,69,8,50,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
353,352,Terry Gingras,,12,CAN,2003-12-31,19,177,65,2,False,False,False,False,False,True,True,False,False,False,0,3732641,3732641,3732641,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,84,93,53,87,75,70,59,97,98,96,76,76,80,86,50,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,17770,2,4,0,0,12,126,0,0,0,0,0,6,0,0,0,1,0,0,740,740,
354,353,Laurent St-Pierre,,7,CAN,1989-12-31,33,177,70,2,False,False,False,False,False,True,True,False,False,False,0,2620702,2620702,2620702,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,70,66,53,73,65,68,60,64,79,78,57,82,78,13,50,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
355,354,Vasek Voronin,,13,RUS,2002-12-31,20,182,72,3,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,75,72,59,74,69,99,85,99,99,84,76,82,82,80,50,81,4,8718,1,1,0,0,5,70,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
356,355,Ed Baranova,,14,RUS,1993-12-31,29,218,73,2,False,False,False,False,False,True,True,False,False,False,0,2807269,2807269,2807269,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,70,55,44,84,66,76,75,54,93,96,78,75,90,32,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
357,356,Duane Fehr,,15,CAN,2002-12-31,20,195,72,4,False,False,False,False,False,True,True,False,False,False,0,3184933,3184933,3184933,3184933,3184933,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,73,77,76,76,85,99,81,99,79,66,95,77,72,79,50,83,1,856,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
358,357,Pasquale Ruf,,3,SWI,1997-12-31,25,185,65,3,False,False,False,False,False,True,True,False,False,False,0,3657579,3657579,3657579,3657579,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,72,76,71,86,76,83,92,96,58,94,66,84,60,52,50,79,24,83658,13,9,2,1,52,640,0,4,0,0,0,24,0,0,1,3,1,440,3965,3965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
359,358,Corey Kennedy,,3,CAN,1994-12-31,28,189,67,3,False,False,False,False,False,True,True,False,False,False,0,3428946,3428946,3428946,3428946,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,60,98,30,72,54,60,99,95,69,61,85,83,78,41,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
360,359,David Terekhov,,7,RUS,1993-12-31,29,211,77,4,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,73,89,67,80,83,79,55,75,83,98,72,79,99,40,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15286,2,3,0,0,17,133,0,2,1,0,0,6,0,0,1,0,0,0,580,580,
361,360,Gregory Deschamps,,9,CAN,2001-12-31,21,180,67,2,False,False,False,False,False,True,True,False,False,False,0,3366169,3366169,3366169,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,87,90,88,70,78,82,99,84,99,79,77,71,91,76,50,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
362,361,Reg Newman,,17,CAN,1987-12-31,35,181,65,3,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,72,76,71,69,61,77,67,56,74,78,86,60,99,6,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,15328,1,0,0,0,10,132,0,2,2,0,0,0,22,0,0,0,0,0,0,0,
363,362,Dave Cherry,,9,USA,1995-12-31,27,225,76,3,False,False,False,False,False,True,True,False,False,False,0,2627245,2627245,2627245,2627245,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,69,76,83,83,78,57,94,69,99,62,86,56,84,47,50,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14406,0,3,1,0,12,117,0,2,0,0,0,4,0,0,0,0,0,0,80,80,
364,363,Robt Mcmahon,,18,CAN,1989-12-31,33,203,79,4,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,73,77,79,81,78,84,94,88,66,65,72,95,87,9,50,81,21,67618,16,3,0,1,49,488,0,0,0,0,0,21,0,0,1,0,0,120,2180,2180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
365,364,Evan Tucker,,16,USA,1997-12-31,25,182,69,4,False,False,False,False,False,True,True,False,False,False,0,2472663,2472663,2472663,2472663,2472663,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,67,77,63,62,64,91,98,82,63,98,72,93,65,55,50,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3758,1,0,0,0,1,28,0,0,0,0,0,0,23,0,1,0,0,0,475,475,
366,365,Francis St-Pierre,,20,CAN,1994-12-31,28,183,74,2,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,72,90,94,75,85,98,76,92,79,90,61,80,80,43,50,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
367,366,Volkmar Engels,,20,GER,1996-12-31,26,216,73,3,False,False,False,False,False,True,True,False,False,False,0,2013837,2013837,2013837,2013837,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,74,93,74,61,71,67,83,75,62,55,74,78,61,44,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
368,367,Ainis Zarins,,5,LAT,1996-12-31,26,166,66,5,False,False,False,False,False,True,True,False,False,False,0,3146317,3146317,3146317,3146317,3146317,3146317,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,79,89,64,63,78,94,71,60,72,84,71,79,77,47,50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
369,368,Kasper Juutilainen,,4,FIN,2001-12-31,21,228,78,3,False,False,False,False,False,True,True,False,False,False,0,2847527,2847527,2847527,2847527,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,76,77,80,73,76,61,57,68,74,55,79,85,91,78,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
370,369,Reinhard Sommer,,5,SWI,2003-12-31,19,212,71,4,True,False,False,False,False,True,True,False,False,False,0,1275968,1275968,1275968,1275968,1275968,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,74,79,51,65,68,67,60,67,70,71,96,67,92,79,50,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
371,370,Romchik Borodin,,16,RUS,1987-12-31,35,178,67,1,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,0,0,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,67,94,71,70,69,76,75,97,99,98,73,74,83,5,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
372,371,Leevi Juntunen,,7,FIN,1993-12-31,29,180,67,3,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,88,51,86,61,80,60,73,84,93,67,89,67,74,34,50,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6314,0,1,0,0,7,76,0,0,0,0,0,0,6,0,0,0,0,0,0,0,
373,372,Mark Flores,,20,USA,2000-12-31,22,166,65,3,False,False,False,False,False,True,True,False,False,False,0,2377107,2377107,2377107,2377107,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,70,90,71,67,64,95,99,77,65,97,87,81,86,68,50,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3850,0,1,0,0,6,42,0,0,0,0,0,0,10,0,0,0,0,0,0,0,
374,373,Grant Durocher,,21,CAN,1996-12-31,26,204,80,3,False,False,False,False,False,True,True,False,False,False,0,1879034,1879034,1879034,1879034,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,70,86,38,63,62,74,91,82,89,75,73,96,83,49,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
375,374,Angel Erickson,,18,USA,1988-12-31,34,207,74,5,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,4000000,4000000,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,60,69,39,71,57,80,82,82,98,79,85,91,70,8,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
376,375,Lukas Sterbova,,18,CZH,1994-12-31,28,212,74,4,False,False,False,False,False,True,True,False,False,False,0,4000000,4000000,4000000,4000000,4000000,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,62,89,70,71,68,83,94,74,99,73,88,88,80,39,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
377,376,Ali Gavrilov,,12,RUS,2000-12-31,22,183,74,5,False,False,False,False,False,True,True,False,False,False,0,2960033,2960033,2960033,2960033,2960033,2960033,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,67,84,81,79,66,72,69,61,76,63,78,83,76,66,50,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
378,377,Roberto Prevost,,22,CAN,1997-12-31,25,214,75,4,False,False,False,False,False,True,True,False,False,False,0,2691868,2691868,2691868,2691868,2691868,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,3,2,2,2,2,2,2,2,2,2,80,89,74,74,76,67,91,99,99,96,72,83,78,59,50,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
379,378,Harold Wang,,9,USA,1988-12-31,34,188,73,4,False,False,False,False,False,True,True,False,False,False,0,3108023,3108023,3108023,3108023,3108023,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,69,76,51,60,83,74,73,63,62,77,87,90,84,12,50,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
380,379,Wilson Simon,,5,CAN,2000-12-31,22,172,66,3,False,False,False,False,False,True,True,False,False,False,0,2922113,2922113,2922113,2922113,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,1,2,2,2,2,2,2,2,2,2,89,71,84,68,80,84,83,69,93,68,76,87,81,69,50,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
381,380,Matthew Mcbride,,24,CAN,2004-12-31,18,207,78,3,True,False,False,False,False,True,True,False,False,False,0,1074866,1074866,1074866,1074866,0,0,0,0,0,0,0,,0,100,0,,0,0,0,False,0,0,2,2,2,2,2,2,2,2,2,67,87,56,83,64,76,77,74,52,74,97,74,80,89,50,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
