Number,Team,Transaction,DateTime,Empty
7481,22,Jp Porter was released.,2022-07-23 2:40:57 PM,
7482,22,Krister Vilen was released.,2022-07-23 2:40:57 PM,
7483,15,Carl-Johan Strid was released.,2022-07-23 2:40:57 PM,
7484,6,Daniel Nieminen was released.,2022-07-23 2:40:57 PM,
7485,16,Jack Kenny was released.,2022-07-23 2:40:57 PM,
7486,3,Rene Foley was released.,2022-07-23 2:40:57 PM,
7487,8,Walter Hussain was released.,2022-07-23 2:40:57 PM,
7488,18,Kliment Vargova was released.,2022-07-23 2:40:57 PM,
7489,2,Olli-Pekka Kujala was released.,2022-07-23 2:40:57 PM,
7490,2,Frank Martineau was released.,2022-07-23 2:40:57 PM,
7491,23,Douglas Aguilar was released.,2022-07-23 2:40:57 PM,
7492,12,Owen Hudon was released.,2022-07-23 2:40:57 PM,
7493,2,Leo Pereira was released.,2022-07-23 2:40:57 PM,
7494,8,Claes Blomquist was released.,2022-07-23 2:40:57 PM,
7495,20,Kyosti Toiviainen was released.,2022-07-23 2:40:57 PM,
7496,19,Stan Parker was released.,2022-07-23 2:40:57 PM,
7497,14,Rudy Schmidt was released.,2022-07-23 2:40:57 PM,
7498,22,Leszek Baun was released.,2022-07-23 2:40:57 PM,
7499,10,Khasan Radchenko was released.,2022-07-23 2:40:57 PM,
7500,11,Darrell Piche was released.,2022-07-23 2:40:57 PM,
7501,24,Kristen Velling was released.,2022-07-23 2:40:57 PM,
7502,7,Vlastislav Vitkova was released.,2022-07-23 2:40:57 PM,
7503,2,Cam Read was released.,2022-07-23 2:40:57 PM,
7504,17,James Tissot was released.,2022-07-23 2:40:57 PM,
7505,15,Cyril Benoit was released.,2022-07-23 2:40:57 PM,
7506,6,Gert Reiter was released.,2022-07-23 2:40:57 PM,
7507,7,Farkhad Volodina was released.,2022-07-23 2:40:57 PM,
7508,21,Johannes Lindskog was released.,2022-07-23 2:40:57 PM,
7509,14,Jari-Pekka Niva was released.,2022-07-23 2:40:57 PM,
7510,21,Malcolm Ouellette was released.,2022-07-23 2:40:57 PM,
7511,22,Young Nielsen was released.,2022-07-23 2:40:57 PM,
7512,2,Erik Tiitinen was released.,2022-07-23 2:40:57 PM,
7513,14,Dylan Hewitt was released.,2022-07-23 2:40:57 PM,
7514,14,Rui Sporri was released.,2022-07-23 2:40:57 PM,
7515,3,Rene Gschwend was released.,2022-07-23 2:40:57 PM,
7516,20,Otto Stromback was released.,2022-07-23 2:40:57 PM,
7517,17,Jim David was released.,2022-07-23 2:40:57 PM,
7518,17,Walter Ball was released.,2022-07-23 2:40:57 PM,
7519,5,Travis Johnson was released.,2022-07-23 2:40:57 PM,
7520,21,Troy Wallace was released.,2022-07-23 2:40:57 PM,
7521,9,Fred Desmarais was released.,2022-07-23 2:40:57 PM,
7522,9,Truls Hastrup was released.,2022-07-23 2:40:57 PM,
7523,16,Bror Hall was released.,2022-07-23 2:40:57 PM,
7524,15,Claes Alexandersson was released.,2022-07-23 2:40:57 PM,
7525,15,Gevorg Shadrin was released.,2022-07-23 2:40:57 PM,
7526,9,Samer Sundkvist was released.,2022-07-23 2:40:57 PM,
7527,10,Richard Matte was released.,2022-07-23 2:40:57 PM,
7528,13,Aleksey Semyonova was released.,2022-07-23 2:40:57 PM,
7529,13,Stanley Michael was released.,2022-07-23 2:40:57 PM,
7530,19,Arnold Harder was released.,2022-07-23 2:40:57 PM,
7531,10,Rune Harbo was released.,2022-07-23 2:40:57 PM,
7532,22,David Kaplan was released.,2022-07-23 2:40:57 PM,
7533,11,Samuel Maijala was released.,2022-07-23 2:40:57 PM,
7534,19,Max Leblanc was released.,2022-07-23 2:40:57 PM,
7535,21,Real Sirois was released.,2022-07-23 2:40:57 PM,
7536,16,Noel Salas was released.,2022-07-23 2:40:57 PM,
7537,11,Rick Bellemare was released.,2022-07-23 2:40:57 PM,
7538,24,Taylor Lang was released.,2022-07-23 2:40:57 PM,
7539,17,Jason West was released.,2022-07-23 2:40:57 PM,
7540,9,Tyler Valentine was released.,2022-07-23 2:40:57 PM,
7541,17,Alfredo Barr was released.,2022-07-23 2:40:57 PM,
7542,13,Brent Medina was released.,2022-07-23 2:40:57 PM,
7543,15,Sam Huber was released.,2022-07-23 2:40:57 PM,
7544,15,Ken Jacobsen was released.,2022-07-23 2:40:57 PM,
7545,1,Alibek Serova was released.,2022-07-23 2:40:57 PM,
7546,14,Theodore Brewer was released.,2022-07-23 2:40:57 PM,
7547,16,Kris Greer was released.,2022-07-23 2:40:57 PM,
7548,14,Robert St-Laurent was released.,2022-07-23 2:40:57 PM,
7549,10,Karl Tran was released.,2022-07-23 2:40:57 PM,
7550,1,Jeff Couture was released.,2022-07-23 2:40:57 PM,
7551,20,Tomas Guerra was released.,2022-07-23 2:40:57 PM,
7552,8,Harold Lindsay was released.,2022-07-23 2:40:57 PM,
7553,2,Emmanuel Patrick was released.,2022-07-23 2:40:57 PM,
7554,4,Maxim Goncharenko was released.,2022-07-23 2:40:57 PM,
7555,10,Tamik Ovsyannikov was released.,2022-07-23 2:40:57 PM,
7556,4,Robert Josephsen was released.,2022-07-23 2:40:57 PM,
7557,10,Raynald Miller was released.,2022-07-23 2:40:57 PM,
7558,3,Patrick Fuentes was released.,2022-07-23 2:40:57 PM,
7559,20,Eric Siegel was released.,2022-07-23 2:40:57 PM,
7560,17,Cory Perkins was released.,2022-07-23 2:40:57 PM,
7561,7,Hilmar Gottwald was released.,2022-07-23 2:40:57 PM,
7562,20,Wayne Campeau was released.,2022-07-23 2:40:57 PM,
7563,12,Christopher Thomas was released.,2022-07-23 2:40:57 PM,
7564,19,Ulugbek Zholdasov was released.,2022-07-23 2:40:57 PM,
7565,9,Denis Reed was released.,2022-07-23 2:40:57 PM,
7566,15,Marvin Mccoy was released.,2022-07-23 2:40:57 PM,
7567,17,Nariman Korneev was released.,2022-07-23 2:40:57 PM,
7568,3,Everett Roman was released.,2022-07-23 2:40:57 PM,
7569,9,Matej Kubikova was released.,2022-07-23 2:40:57 PM,
7570,7,Todd Kumar was released.,2022-07-23 2:40:57 PM,
7571,15,Juraj Masarykova was released.,2022-07-23 2:40:57 PM,
7572,16,Vetal Zhukov was released.,2022-07-23 2:40:57 PM,
7573,24,Hansjorg Thomas was released.,2022-07-23 2:40:57 PM,
7574,13,Dino Beauchemin was released.,2022-07-23 2:40:57 PM,
7575,11,Lennart Jonsson was released.,2022-07-23 2:40:57 PM,
7576,4,Rustik Ovsyannikova was released.,2022-07-23 2:40:57 PM,
7577,17,Max Pearson was released.,2022-07-23 2:40:57 PM,
7578,18,Gary Day was released.,2022-07-23 2:40:57 PM,
7579,10,Christopher Perez was released.,2022-07-23 2:40:57 PM,
7580,17,Fernando James was released.,2022-07-23 2:40:57 PM,
7581,13,Adrian Bell was released.,2022-07-23 2:40:57 PM,
7582,16,Andre Karlsson was released.,2022-07-23 2:40:57 PM,
7583,1,Edgar Sinclair was released.,2022-07-23 2:40:57 PM,
7584,9,Gera Bykov was released.,2022-07-23 2:40:57 PM,
7585,11,Oliver Michalkova was released.,2022-07-23 2:40:57 PM,
7586,24,Jesus Lake was released.,2022-07-23 2:40:57 PM,
7587,19,Or Hebert was released.,2022-07-23 2:40:57 PM,
7588,6,Gabriel Plamondon was released.,2022-07-23 2:40:57 PM,
7589,23,Adam Emelyanov was released.,2022-07-23 2:40:57 PM,
7590,3,Lance Hu was released.,2022-07-23 2:40:57 PM,
7591,2,Dylan Bernier was released.,2022-07-23 2:40:57 PM,
7592,21,Norm Godbout was released.,2022-07-23 2:40:57 PM,
7593,4,Fridrich Bodnarova was released.,2022-07-23 2:40:57 PM,
7594,16,Zach Galloway was released.,2022-07-23 2:40:57 PM,
7595,20,Tigran Eryomenko was released.,2022-07-23 2:40:57 PM,
7596,12,Al Duval was released.,2022-07-23 2:40:57 PM,
7597,16,Fred Wallace was released.,2022-07-23 2:40:57 PM,
7598,8,Stephen Ball was released.,2022-07-23 2:40:57 PM,
7599,4,Pierre-Marie Dejean was released.,2022-07-23 2:40:57 PM,
7600,13,Jean-Paul Mohamed was released.,2022-07-23 2:40:57 PM,
7601,8,Cody Dallaire was released.,2022-07-23 2:40:57 PM,
7602,16,Arkadiusz Djurhuus was released.,2022-07-23 2:40:57 PM,
7603,1,Bo Ryberg was released.,2022-07-23 2:40:57 PM,
7604,12,Detlev Kopp was released.,2022-07-23 2:40:57 PM,
7605,11,Sulo Stenberg was released.,2022-07-23 2:40:57 PM,
7606,7,Lionel Hess was released.,2022-07-23 2:40:57 PM,
7607,21,Marcus Haapanen was released.,2022-07-23 2:40:57 PM,
7608,24,Josef Hermanova was released.,2022-07-23 2:40:57 PM,
7609,23,Alexandr Pech was released.,2022-07-23 2:40:57 PM,
7610,8,Pete Campeau was released.,2022-07-23 2:40:57 PM,
7611,8,Dan Drabkova was released.,2022-07-23 2:40:57 PM,
7612,15,Herman Andersen was released.,2022-07-23 2:40:57 PM,
7613,7,Lewis Lyons was released.,2022-07-23 2:40:57 PM,
7614,7,Romeo Park was released.,2022-07-23 2:40:57 PM,
7615,5,Ake Lindstrom was released.,2022-07-23 2:40:57 PM,
7616,17,Olov Andre was released.,2022-07-23 2:40:57 PM,
7617,6,Malcolm Zhu was released.,2022-07-23 2:40:57 PM,
7618,7,Craig Beck was released.,2022-07-23 2:40:57 PM,
7619,13,Gregory Rivet was released.,2022-07-23 2:40:57 PM,
7620,3,Phil Ladouceur was released.,2022-07-23 2:40:57 PM,
7621,16,Graeme Cameron was released.,2022-07-23 2:40:57 PM,
7622,21,Gerald Langevin was released.,2022-07-23 2:40:57 PM,
7623,5,Ingemar Holst was released.,2022-07-23 2:40:57 PM,
7624,9,Randy Lemieux was released.,2022-07-23 2:40:57 PM,
7625,2,Gregory Willis was released.,2022-07-23 2:40:57 PM,
7626,21,Mirko Durr was released.,2022-07-23 2:40:57 PM,
7627,22,Carl Kristiansen was released.,2022-07-23 2:40:57 PM,
7628,1,Nicolas Clement was released.,2022-07-23 2:40:57 PM,
7629,9,Joachim Seifert was released.,2022-07-23 2:40:57 PM,
7630,6,Ilja Ticha was released.,2022-07-23 2:40:57 PM,
7631,18,Archie Currie was released.,2022-07-23 2:40:57 PM,
7632,11,Ranis Kondrateva was released.,2022-07-23 2:40:57 PM,
7633,5,Nazar Davydov was released.,2022-07-23 2:40:57 PM,
7634,10,Timi Westerholm was released.,2022-07-23 2:40:57 PM,
7635,20,Miguel Seguin was released.,2022-07-23 2:40:57 PM,
7636,20,Simon Langevin was released.,2022-07-23 2:40:57 PM,
7637,11,William Cox was released.,2022-07-23 2:40:57 PM,
7638,22,Konrad Bruckner was released.,2022-07-23 2:40:57 PM,
7639,4,Aloys Biermann was released.,2022-07-23 2:40:57 PM,
7640,5,Ilnur Garaeva was released.,2022-07-23 2:40:57 PM,
7641,21,Jason Schultz was released.,2022-07-23 2:40:57 PM,
7642,23,Hans-Peter Schwegler was released.,2022-07-23 2:40:57 PM,
7643,16,Yvan Hussain was released.,2022-07-23 2:40:57 PM,
7644,2,Tom Dunn was released.,2022-07-23 2:40:57 PM,
7645,4,Cecil Williamson was released.,2022-07-23 2:40:57 PM,
7646,7,Thomas Dreier was released.,2022-07-23 2:40:57 PM,
7647,18,Hans Lamothe was released.,2022-07-23 2:40:57 PM,
7648,10,Kalle Koistinen was released.,2022-07-23 2:40:57 PM,
7649,23,Paul Hongisto was released.,2022-07-23 2:40:57 PM,
7650,18,Herbert Watson was released.,2022-07-23 2:40:57 PM,
7651,6,Joshua Blouin was released.,2022-07-23 2:40:57 PM,
7652,9,Manuel Bell was released.,2022-07-23 2:40:57 PM,
7653,4,Arthur Desroches was released.,2022-07-23 2:40:57 PM,
7654,8,Wallace Tardif was released.,2022-07-23 2:40:57 PM,
7655,21,Eskil Malmborg was released.,2022-07-23 2:40:57 PM,
7656,5,Mehdi Aziz was released.,2022-07-23 2:40:57 PM,
7657,1,Ross Phillips was released.,2022-07-23 2:40:57 PM,
7658,24,Denis Kolarikova was released.,2022-07-23 2:40:57 PM,
7659,18,Clayton Boudreault was released.,2022-07-23 2:40:57 PM,
7660,5,Devin Henderson was released.,2022-07-23 2:40:57 PM,
7661,20,Jody Desrosiers was released.,2022-07-23 2:40:57 PM,
7662,3,Saku Jarvelainen was released.,2022-07-23 2:40:57 PM,
7663,4,Steve Conley was released.,2022-07-23 2:40:57 PM,
7664,21,Clement Khan was released.,2022-07-23 2:40:57 PM,
7665,21,Johnny Suni was released.,2022-07-23 2:40:57 PM,
7666,24,Juan Petrovic was released.,2022-07-23 2:40:57 PM,
7667,23,Leon Hodges was released.,2022-07-23 2:40:57 PM,
7668,15,Jesse Nikkinen was released.,2022-07-23 2:40:57 PM,
7669,21,Pat Sanderson was released.,2022-07-23 2:40:57 PM,
7670,11,William O'Brien was released.,2022-07-23 2:40:57 PM,
7671,15,Christopher Lindblad was released.,2022-07-23 2:40:57 PM,
7672,5,Bradley Ross was released.,2022-07-23 2:40:57 PM,
7673,6,Adam Voll was released.,2022-07-23 2:40:57 PM,
7674,20,Raymond French was released.,2022-07-23 2:40:57 PM,
7675,5,Dinar Nikolaevna was released.,2022-07-23 2:40:57 PM,
7676,15,Warren Nguyen was released.,2022-07-23 2:40:57 PM,
7677,13,Norm Singh was released.,2022-07-23 2:40:57 PM,
7678,19,Matthew Nelson was released.,2022-07-23 2:40:57 PM,
7679,14,Aimo Vikstrom was released.,2022-07-23 2:40:57 PM,
7680,10,Osman Kotov was released.,2022-07-23 2:40:57 PM,
7681,19,Ctirad Nejedla was released.,2022-07-23 2:40:57 PM,
7682,8,Vitezslav Vranova was released.,2022-07-23 2:40:57 PM,
7683,11,Curtis Graham was released.,2022-07-23 2:40:57 PM,
7684,13,Gilles Kerr was released.,2022-07-23 2:40:57 PM,
7685,2,Tom Pitre was released.,2022-07-23 2:40:57 PM,
7686,23,Robert Booth was released.,2022-07-23 2:40:57 PM,
7687,1,Maksim Dosmukhambetova was released.,2022-07-23 2:40:57 PM,
7688,17,Jim Rose was released.,2022-07-23 2:40:57 PM,
7689,9,Oliver Flores was released.,2022-07-23 2:40:57 PM,
7690,4,Jean-Yves Mckenzie was released.,2022-07-23 2:40:57 PM,
7691,11,Gilbert Mccarthy was released.,2022-07-23 2:40:57 PM,
7692,15,Roman Nunez was released.,2022-07-23 2:40:57 PM,
7693,11,Zigurds Kudo was released.,2022-07-23 2:40:57 PM,
7694,3,Charles Ljungberg was released.,2022-07-23 2:40:57 PM,
7695,9,Gene Mackenzie was released.,2022-07-23 2:40:57 PM,
7696,5,Jay Gill was released.,2022-07-23 2:40:57 PM,
7697,3,Jukka Kettunen was released.,2022-07-23 2:40:57 PM,
7698,21,William Robinson was released.,2022-07-23 2:40:57 PM,
7699,2,Jean-Yves St-Jean was released.,2022-07-23 2:40:57 PM,
7700,2,Steven Coates was released.,2022-07-23 2:40:57 PM,
7701,14,Glen Kenny was released.,2022-07-23 2:40:57 PM,
7702,5,Jere Holappa was released.,2022-07-23 2:40:57 PM,
7703,1,Simon Nylund was released.,2022-07-23 2:40:57 PM,
7704,13,Ken Bennett was released.,2022-07-23 2:40:57 PM,
7705,3,Chuck Meyer was released.,2022-07-23 2:40:57 PM,
7706,19,Dan Collins was released.,2022-07-23 2:40:57 PM,
7707,7,Urban Ceder was released.,2022-07-23 2:40:57 PM,
7708,22,Don Howard was released.,2022-07-23 2:40:57 PM,
7709,22,Marcel Hernandez was released.,2022-07-23 2:40:57 PM,
7710,23,Konstantin Cherepanov was released.,2022-07-23 2:40:57 PM,
7711,1,Rogelio Gilbert was released.,2022-07-23 2:40:57 PM,
7712,14,Ilmari Vaara was released.,2022-07-23 2:40:57 PM,
7713,12,Kenny Proulx was released.,2022-07-23 2:40:57 PM,
7714,3,Valeriy Shabanova was released.,2022-07-23 2:40:57 PM,
7715,23,John Dumas was released.,2022-07-23 2:40:57 PM,
7716,22,Svend Ottesen was released.,2022-07-23 2:40:57 PM,
7717,11,Leonard Snyder was released.,2022-07-23 2:40:57 PM,
7718,7,Lubor Pribulova was released.,2022-07-23 2:40:57 PM,
7719,4,Daniel Gonzalez was released.,2022-07-23 2:40:57 PM,
7720,11,Tommy Soderstrom was released.,2022-07-23 2:40:57 PM,
7721,11,Brede Tandberg was released.,2022-07-23 2:40:57 PM,
7722,2,David Johansen was released.,2022-07-23 2:40:57 PM,
7723,13,Nick Newman was released.,2022-07-23 2:40:57 PM,
7724,24,Gerardo Fox was released.,2022-07-23 2:40:57 PM,
7725,1,Ronnie Mclaughlin was released.,2022-07-23 2:40:57 PM,
7726,16,Alex Horton was released.,2022-07-23 2:40:57 PM,
7727,17,Henrik Olsen was released.,2022-07-23 2:40:57 PM,
7728,8,Eduard Tikhomirov was released.,2022-07-23 2:40:57 PM,
7729,22,Tommy Walsh was released.,2022-07-23 2:40:57 PM,
7730,16,Keijo Lindgren was released.,2022-07-23 2:40:57 PM,
7731,18,Art Best was released.,2022-07-23 2:40:57 PM,
7732,6,Emile Trottier was released.,2022-07-23 2:40:57 PM,
7733,23,Odd Karstensen was released.,2022-07-23 2:40:57 PM,
7734,19,Al Williams was released.,2022-07-23 2:40:57 PM,
7735,4,Ian Marshall was released.,2022-07-23 2:40:57 PM,
7736,16,Alexander Ricard was released.,2022-07-23 2:40:57 PM,
7737,24,Marian Kvapil was released.,2022-07-23 2:40:57 PM,
7738,6,Arnost Hofmanova was released.,2022-07-23 2:40:57 PM,
7739,17,Edgar Wall was released.,2022-07-23 2:40:57 PM,
7740,22,Ricardo Lajoie was released.,2022-07-23 2:40:57 PM,
7741,7,Ole Loof was released.,2022-07-23 2:40:57 PM,
7742,1,Mihaly Simova was released.,2022-07-23 2:40:57 PM,
7743,14,Rickey Spears was released.,2022-07-23 2:40:57 PM,
7744,20,Sanal Karpenko was released.,2022-07-23 2:40:57 PM,
7745,2,Matthew Perkins was released.,2022-07-23 2:40:57 PM,
7746,20,Mike English was released.,2022-07-23 2:40:57 PM,
7747,24,Jonathan Roberge was released.,2022-07-23 2:40:57 PM,
7748,18,Preston Moon was released.,2022-07-23 2:40:57 PM,
7749,17,Andrej Shirokov was released.,2022-07-23 2:40:57 PM,
7750,4,Roberto Wirth was released.,2022-07-23 2:40:57 PM,
7751,13,Len Leduc was released.,2022-07-23 2:40:57 PM,
7752,24,Nikolas Sestakova was released.,2022-07-23 2:40:57 PM,
7753,19,Frederick Fleming was released.,2022-07-23 2:40:57 PM,
7754,10,Yan Ageev was released.,2022-07-23 2:40:57 PM,
7755,14,Wai Gonzalez was released.,2022-07-23 2:40:57 PM,
7756,22,Eugene Williams was released.,2022-07-23 2:40:57 PM,
7757,24,Insur Pavlov was released.,2022-07-23 2:40:57 PM,
7758,15,Aaron Hanson was released.,2022-07-23 2:40:57 PM,
7759,6,Aimo Nevala was released.,2022-07-23 2:40:57 PM,
7760,21,Mikulas Hrdina was released.,2022-07-23 2:40:57 PM,
7761,17,Claus-Dieter Finke was released.,2022-07-23 2:40:57 PM,
7762,10,Rob Long was released.,2022-07-23 2:40:57 PM,
7763,12,Stefan Mclaughlin was released.,2022-07-23 2:40:57 PM,
7764,1,Andrey Bakirov was released.,2022-07-23 2:40:57 PM,
7765,9,Arkadiy Rusakov was released.,2022-07-23 2:40:57 PM,
7766,8,Dale Baldwin was released.,2022-07-23 2:40:57 PM,
7767,6,Marc-Andre Macdougall was released.,2022-07-23 2:40:57 PM,
7768,3,Claus-Peter Grau was released.,2022-07-23 2:40:57 PM,
7769,16,Hasse Medin was released.,2022-07-23 2:40:57 PM,
7770,7,William Chen was released.,2022-07-23 2:40:57 PM,
7771,18,Franklin Gould was released.,2022-07-23 2:40:57 PM,
7772,22,Hubertus Knapp was released.,2022-07-23 2:40:57 PM,
7773,17,Bohus Schmidt was released.,2022-07-23 2:40:57 PM,
7774,22,Aslan Melnikov was released.,2022-07-23 2:40:57 PM,
7775,12,Maxmilian Vaculik was released.,2022-07-23 2:40:57 PM,
7776,2,Simon Blanchette was released.,2022-07-23 2:40:57 PM,
7777,3,Gary Walton was released.,2022-07-23 2:40:57 PM,
7778,1,Arturo Douglas was released.,2022-07-23 2:40:57 PM,
7779,22,Mathew Blanchette was released.,2022-07-23 2:40:57 PM,
7780,13,Greg Gillespie was released.,2022-07-23 2:40:57 PM,
7781,8,Kurt Lo was released.,2022-07-23 2:40:57 PM,
7782,6,Peter Manko was released.,2022-07-23 2:40:57 PM,
7783,1,Erik Mcneil was released.,2022-07-23 2:40:57 PM,
7784,4,Niels Hult was released.,2022-07-23 2:40:57 PM,
7785,4,Oleg Shevchenko was released.,2022-07-23 2:40:57 PM,
7786,24,Aaron Lariviere was released.,2022-07-23 2:40:57 PM,
7787,4,Floyd Gibson was released.,2022-07-23 2:40:57 PM,
7788,24,Josh Hoffman was released.,2022-07-23 2:40:57 PM,
7789,21,Luigi Caldwell was released.,2022-07-23 2:40:57 PM,
7790,15,Austin Black was released.,2022-07-23 2:40:57 PM,
7791,10,Freddie Madden was released.,2022-07-23 2:40:57 PM,
7792,15,Tom Seitz was released.,2022-07-23 2:40:57 PM,
7793,16,Leo Snyder was released.,2022-07-23 2:40:57 PM,
7794,13,Salvador Ward was released.,2022-07-23 2:40:57 PM,
7795,19,Dave Marcoux was released.,2022-07-23 2:40:57 PM,
7796,21,Remi Merlin was released.,2022-07-23 2:40:57 PM,
7797,20,Ahmed Larsen was released.,2022-07-23 2:40:57 PM,
7798,3,Isaac Wilcox was released.,2022-07-23 2:40:57 PM,
7799,2,Marco Barker was released.,2022-07-23 2:40:57 PM,
7800,20,Geoffrey Baldwin was released.,2022-07-23 2:40:57 PM,
7801,18,Renald Cole was released.,2022-07-23 2:40:57 PM,
7802,23,Mustafa Thomasson was released.,2022-07-23 2:40:57 PM,
7803,7,Roberts Skuja was released.,2022-07-23 2:40:57 PM,
7804,14,Kent Washington was released.,2022-07-23 2:40:57 PM,
7805,7,Dan Kozlov was released.,2022-07-23 2:40:57 PM,
7806,5,Christian Lauzon was released.,2022-07-23 2:40:57 PM,
7807,14,Eric Prevost was released.,2022-07-23 2:40:57 PM,
7808,16,Eriks Locmelis was released.,2022-07-23 2:40:57 PM,
7809,10,Milos Havel was released.,2022-07-23 2:40:57 PM,
7810,18,Lowell Elliott was released.,2022-07-23 2:40:57 PM,
7811,19,Neil Kirby was released.,2022-07-23 2:40:57 PM,
7812,23,Ricardo Watts was released.,2022-07-23 2:40:57 PM,
7813,1,Clayton Welch was released.,2022-07-23 2:40:57 PM,
7814,7,Robin Schwarzer was released.,2022-07-23 2:40:57 PM,
7815,14,Dominik Horvathova was released.,2022-07-23 2:40:57 PM,
7816,4,Kim Lindqvist was released.,2022-07-23 2:40:57 PM,
7817,2,Andres Sharp was released.,2022-07-23 2:40:57 PM,
7818,18,Frederick Macdougall was released.,2022-07-23 2:40:57 PM,
7819,17,Robert Tahvanainen was released.,2022-07-23 2:40:57 PM,
7820,5,Jack Hunt was released.,2022-07-23 2:40:57 PM,
7821,23,Taisto Heikkonen was released.,2022-07-23 2:40:57 PM,
7822,22,Vesa Lehikoinen was released.,2022-07-23 2:40:57 PM,
