Number,Team,Transaction
7512,2,[2022-07-23 2:40:57 PM] - Erik Tiitinen was released.
7513,14,[2022-07-23 2:40:57 PM] - Dylan Hewitt was released.
7514,14,[2022-07-23 2:40:57 PM] - Rui Sporri was released.
7515,3,[2022-07-23 2:40:57 PM] - Rene Gschwend was released.
7516,20,[2022-07-23 2:40:57 PM] - Otto Stromback was released.
7517,17,[2022-07-23 2:40:57 PM] - Jim David was released.
7518,17,[2022-07-23 2:40:57 PM] - Walter Ball was released.
7519,5,[2022-07-23 2:40:57 PM] - Travis Johnson was released.
7520,21,[2022-07-23 2:40:57 PM] - Troy Wallace was released.
7521,9,[2022-07-23 2:40:57 PM] - Fred Desmarais was released.
7522,9,[2022-07-23 2:40:57 PM] - Truls Hastrup was released.
7523,16,[2022-07-23 2:40:57 PM] - Bror Hall was released.
7524,15,[2022-07-23 2:40:57 PM] - Claes Alexandersson was released.
7525,15,[2022-07-23 2:40:57 PM] - Gevorg Shadrin was released.
7526,9,[2022-07-23 2:40:57 PM] - Samer Sundkvist was released.
7527,10,[2022-07-23 2:40:57 PM] - Richard Matte was released.
7528,13,[2022-07-23 2:40:57 PM] - Aleksey Semyonova was released.
7529,13,[2022-07-23 2:40:57 PM] - Stanley Michael was released.
7530,19,[2022-07-23 2:40:57 PM] - Arnold Harder was released.
7531,10,[2022-07-23 2:40:57 PM] - Rune Harbo was released.
7532,22,[2022-07-23 2:40:57 PM] - David Kaplan was released.
7533,11,[2022-07-23 2:40:57 PM] - Samuel Maijala was released.
7534,19,[2022-07-23 2:40:57 PM] - Max Leblanc was released.
7535,21,[2022-07-23 2:40:57 PM] - Real Sirois was released.
7536,16,[2022-07-23 2:40:57 PM] - Noel Salas was released.
7537,11,[2022-07-23 2:40:57 PM] - Rick Bellemare was released.
7538,24,[2022-07-23 2:40:57 PM] - Taylor Lang was released.
7539,17,[2022-07-23 2:40:57 PM] - Jason West was released.
7540,9,[2022-07-23 2:40:57 PM] - Tyler Valentine was released.
7541,17,[2022-07-23 2:40:57 PM] - Alfredo Barr was released.
7542,13,[2022-07-23 2:40:57 PM] - Brent Medina was released.
7543,15,[2022-07-23 2:40:57 PM] - Sam Huber was released.
7544,15,[2022-07-23 2:40:57 PM] - Ken Jacobsen was released.
7545,1,[2022-07-23 2:40:57 PM] - Alibek Serova was released.
7546,14,[2022-07-23 2:40:57 PM] - Theodore Brewer was released.
7547,16,[2022-07-23 2:40:57 PM] - Kris Greer was released.
7548,14,[2022-07-23 2:40:57 PM] - Robert St-Laurent was released.
7549,10,[2022-07-23 2:40:57 PM] - Karl Tran was released.
7550,1,[2022-07-23 2:40:57 PM] - Jeff Couture was released.
7551,20,[2022-07-23 2:40:57 PM] - Tomas Guerra was released.
7552,8,[2022-07-23 2:40:57 PM] - Harold Lindsay was released.
7553,2,[2022-07-23 2:40:57 PM] - Emmanuel Patrick was released.
7554,4,[2022-07-23 2:40:57 PM] - Maxim Goncharenko was released.
7555,10,[2022-07-23 2:40:57 PM] - Tamik Ovsyannikov was released.
7556,4,[2022-07-23 2:40:57 PM] - Robert Josephsen was released.
7557,10,[2022-07-23 2:40:57 PM] - Raynald Miller was released.
7558,3,[2022-07-23 2:40:57 PM] - Patrick Fuentes was released.
7559,20,[2022-07-23 2:40:57 PM] - Eric Siegel was released.
7560,17,[2022-07-23 2:40:57 PM] - Cory Perkins was released.
7561,7,[2022-07-23 2:40:57 PM] - Hilmar Gottwald was released.
7562,20,[2022-07-23 2:40:57 PM] - Wayne Campeau was released.
7563,12,[2022-07-23 2:40:57 PM] - Christopher Thomas was released.
7564,19,[2022-07-23 2:40:57 PM] - Ulugbek Zholdasov was released.
7565,9,[2022-07-23 2:40:57 PM] - Denis Reed was released.
7566,15,[2022-07-23 2:40:57 PM] - Marvin Mccoy was released.
7567,17,[2022-07-23 2:40:57 PM] - Nariman Korneev was released.
7568,3,[2022-07-23 2:40:57 PM] - Everett Roman was released.
7569,9,[2022-07-23 2:40:57 PM] - Matej Kubikova was released.
7570,7,[2022-07-23 2:40:57 PM] - Todd Kumar was released.
7571,15,[2022-07-23 2:40:57 PM] - Juraj Masarykova was released.
7572,16,[2022-07-23 2:40:57 PM] - Vetal Zhukov was released.
7573,24,[2022-07-23 2:40:57 PM] - Hansjorg Thomas was released.
7574,13,[2022-07-23 2:40:57 PM] - Dino Beauchemin was released.
7575,11,[2022-07-23 2:40:57 PM] - Lennart Jonsson was released.
7576,4,[2022-07-23 2:40:57 PM] - Rustik Ovsyannikova was released.
7577,17,[2022-07-23 2:40:57 PM] - Max Pearson was released.
7578,18,[2022-07-23 2:40:57 PM] - Gary Day was released.
7579,10,[2022-07-23 2:40:57 PM] - Christopher Perez was released.
7580,17,[2022-07-23 2:40:57 PM] - Fernando James was released.
7581,13,[2022-07-23 2:40:57 PM] - Adrian Bell was released.
7582,16,[2022-07-23 2:40:57 PM] - Andre Karlsson was released.
7583,1,[2022-07-23 2:40:57 PM] - Edgar Sinclair was released.
7584,9,[2022-07-23 2:40:57 PM] - Gera Bykov was released.
7585,11,[2022-07-23 2:40:57 PM] - Oliver Michalkova was released.
7586,24,[2022-07-23 2:40:57 PM] - Jesus Lake was released.
7587,19,[2022-07-23 2:40:57 PM] - Or Hebert was released.
7588,6,[2022-07-23 2:40:57 PM] - Gabriel Plamondon was released.
7589,23,[2022-07-23 2:40:57 PM] - Adam Emelyanov was released.
7590,3,[2022-07-23 2:40:57 PM] - Lance Hu was released.
7591,2,[2022-07-23 2:40:57 PM] - Dylan Bernier was released.
7592,21,[2022-07-23 2:40:57 PM] - Norm Godbout was released.
7593,4,[2022-07-23 2:40:57 PM] - Fridrich Bodnarova was released.
7594,16,[2022-07-23 2:40:57 PM] - Zach Galloway was released.
7595,20,[2022-07-23 2:40:57 PM] - Tigran Eryomenko was released.
7596,12,[2022-07-23 2:40:57 PM] - Al Duval was released.
7597,16,[2022-07-23 2:40:57 PM] - Fred Wallace was released.
7598,8,[2022-07-23 2:40:57 PM] - Stephen Ball was released.
7599,4,[2022-07-23 2:40:57 PM] - Pierre-Marie Dejean was released.
7600,13,[2022-07-23 2:40:57 PM] - Jean-Paul Mohamed was released.
7601,8,[2022-07-23 2:40:57 PM] - Cody Dallaire was released.
7602,16,[2022-07-23 2:40:57 PM] - Arkadiusz Djurhuus was released.
7603,1,[2022-07-23 2:40:57 PM] - Bo Ryberg was released.
7604,12,[2022-07-23 2:40:57 PM] - Detlev Kopp was released.
7605,11,[2022-07-23 2:40:57 PM] - Sulo Stenberg was released.
7606,7,[2022-07-23 2:40:57 PM] - Lionel Hess was released.
7607,21,[2022-07-23 2:40:57 PM] - Marcus Haapanen was released.
7608,24,[2022-07-23 2:40:57 PM] - Josef Hermanova was released.
7609,23,[2022-07-23 2:40:57 PM] - Alexandr Pech was released.
7610,8,[2022-07-23 2:40:57 PM] - Pete Campeau was released.
7611,8,[2022-07-23 2:40:57 PM] - Dan Drabkova was released.
7612,15,[2022-07-23 2:40:57 PM] - Herman Andersen was released.
7613,7,[2022-07-23 2:40:57 PM] - Lewis Lyons was released.
7614,7,[2022-07-23 2:40:57 PM] - Romeo Park was released.
7615,5,[2022-07-23 2:40:57 PM] - Ake Lindstrom was released.
7616,17,[2022-07-23 2:40:57 PM] - Olov Andre was released.
7617,6,[2022-07-23 2:40:57 PM] - Malcolm Zhu was released.
7618,7,[2022-07-23 2:40:57 PM] - Craig Beck was released.
7619,13,[2022-07-23 2:40:57 PM] - Gregory Rivet was released.
7620,3,[2022-07-23 2:40:57 PM] - Phil Ladouceur was released.
7621,16,[2022-07-23 2:40:57 PM] - Graeme Cameron was released.
7622,21,[2022-07-23 2:40:57 PM] - Gerald Langevin was released.
7623,5,[2022-07-23 2:40:57 PM] - Ingemar Holst was released.
7624,9,[2022-07-23 2:40:57 PM] - Randy Lemieux was released.
7625,2,[2022-07-23 2:40:57 PM] - Gregory Willis was released.
7626,21,[2022-07-23 2:40:57 PM] - Mirko Durr was released.
7627,22,[2022-07-23 2:40:57 PM] - Carl Kristiansen was released.
7628,1,[2022-07-23 2:40:57 PM] - Nicolas Clement was released.
7629,9,[2022-07-23 2:40:57 PM] - Joachim Seifert was released.
7630,6,[2022-07-23 2:40:57 PM] - Ilja Ticha was released.
7631,18,[2022-07-23 2:40:57 PM] - Archie Currie was released.
7632,11,[2022-07-23 2:40:57 PM] - Ranis Kondrateva was released.
7633,5,[2022-07-23 2:40:57 PM] - Nazar Davydov was released.
7634,10,[2022-07-23 2:40:57 PM] - Timi Westerholm was released.
7635,20,[2022-07-23 2:40:57 PM] - Miguel Seguin was released.
7636,20,[2022-07-23 2:40:57 PM] - Simon Langevin was released.
7637,11,[2022-07-23 2:40:57 PM] - William Cox was released.
7638,22,[2022-07-23 2:40:57 PM] - Konrad Bruckner was released.
7639,4,[2022-07-23 2:40:57 PM] - Aloys Biermann was released.
7640,5,[2022-07-23 2:40:57 PM] - Ilnur Garaeva was released.
7641,21,[2022-07-23 2:40:57 PM] - Jason Schultz was released.
7642,23,[2022-07-23 2:40:57 PM] - Hans-Peter Schwegler was released.
7643,16,[2022-07-23 2:40:57 PM] - Yvan Hussain was released.
7644,2,[2022-07-23 2:40:57 PM] - Tom Dunn was released.
7645,4,[2022-07-23 2:40:57 PM] - Cecil Williamson was released.
7646,7,[2022-07-23 2:40:57 PM] - Thomas Dreier was released.
7647,18,[2022-07-23 2:40:57 PM] - Hans Lamothe was released.
7648,10,[2022-07-23 2:40:57 PM] - Kalle Koistinen was released.
7649,23,[2022-07-23 2:40:57 PM] - Paul Hongisto was released.
7650,18,[2022-07-23 2:40:57 PM] - Herbert Watson was released.
7651,6,[2022-07-23 2:40:57 PM] - Joshua Blouin was released.
7652,9,[2022-07-23 2:40:57 PM] - Manuel Bell was released.
7653,4,[2022-07-23 2:40:57 PM] - Arthur Desroches was released.
7654,8,[2022-07-23 2:40:57 PM] - Wallace Tardif was released.
7655,21,[2022-07-23 2:40:57 PM] - Eskil Malmborg was released.
7656,5,[2022-07-23 2:40:57 PM] - Mehdi Aziz was released.
7657,1,[2022-07-23 2:40:57 PM] - Ross Phillips was released.
7658,24,[2022-07-23 2:40:57 PM] - Denis Kolarikova was released.
7659,18,[2022-07-23 2:40:57 PM] - Clayton Boudreault was released.
7660,5,[2022-07-23 2:40:57 PM] - Devin Henderson was released.
7661,20,[2022-07-23 2:40:57 PM] - Jody Desrosiers was released.
7662,3,[2022-07-23 2:40:57 PM] - Saku Jarvelainen was released.
7663,4,[2022-07-23 2:40:57 PM] - Steve Conley was released.
7664,21,[2022-07-23 2:40:57 PM] - Clement Khan was released.
7665,21,[2022-07-23 2:40:57 PM] - Johnny Suni was released.
7666,24,[2022-07-23 2:40:57 PM] - Juan Petrovic was released.
7667,23,[2022-07-23 2:40:57 PM] - Leon Hodges was released.
7668,15,[2022-07-23 2:40:57 PM] - Jesse Nikkinen was released.
7669,21,[2022-07-23 2:40:57 PM] - Pat Sanderson was released.
7670,11,[2022-07-23 2:40:57 PM] - William O'Brien was released.
7671,15,[2022-07-23 2:40:57 PM] - Christopher Lindblad was released.
7672,5,[2022-07-23 2:40:57 PM] - Bradley Ross was released.
7673,6,[2022-07-23 2:40:57 PM] - Adam Voll was released.
7674,20,[2022-07-23 2:40:57 PM] - Raymond French was released.
7675,5,[2022-07-23 2:40:57 PM] - Dinar Nikolaevna was released.
7676,15,[2022-07-23 2:40:57 PM] - Warren Nguyen was released.
7677,13,[2022-07-23 2:40:57 PM] - Norm Singh was released.
7678,19,[2022-07-23 2:40:57 PM] - Matthew Nelson was released.
7679,14,[2022-07-23 2:40:57 PM] - Aimo Vikstrom was released.
7680,10,[2022-07-23 2:40:57 PM] - Osman Kotov was released.
7681,19,[2022-07-23 2:40:57 PM] - Ctirad Nejedla was released.
7682,8,[2022-07-23 2:40:57 PM] - Vitezslav Vranova was released.
7683,11,[2022-07-23 2:40:57 PM] - Curtis Graham was released.
7684,13,[2022-07-23 2:40:57 PM] - Gilles Kerr was released.
7685,2,[2022-07-23 2:40:57 PM] - Tom Pitre was released.
7686,23,[2022-07-23 2:40:57 PM] - Robert Booth was released.
7687,1,[2022-07-23 2:40:57 PM] - Maksim Dosmukhambetova was released.
7688,17,[2022-07-23 2:40:57 PM] - Jim Rose was released.
7689,9,[2022-07-23 2:40:57 PM] - Oliver Flores was released.
7690,4,[2022-07-23 2:40:57 PM] - Jean-Yves Mckenzie was released.
7691,11,[2022-07-23 2:40:57 PM] - Gilbert Mccarthy was released.
7692,15,[2022-07-23 2:40:57 PM] - Roman Nunez was released.
7693,11,[2022-07-23 2:40:57 PM] - Zigurds Kudo was released.
7694,3,[2022-07-23 2:40:57 PM] - Charles Ljungberg was released.
7695,9,[2022-07-23 2:40:57 PM] - Gene Mackenzie was released.
7696,5,[2022-07-23 2:40:57 PM] - Jay Gill was released.
7697,3,[2022-07-23 2:40:57 PM] - Jukka Kettunen was released.
7698,21,[2022-07-23 2:40:57 PM] - William Robinson was released.
7699,2,[2022-07-23 2:40:57 PM] - Jean-Yves St-Jean was released.
7700,2,[2022-07-23 2:40:57 PM] - Steven Coates was released.
7701,14,[2022-07-23 2:40:57 PM] - Glen Kenny was released.
7702,5,[2022-07-23 2:40:57 PM] - Jere Holappa was released.
7703,1,[2022-07-23 2:40:57 PM] - Simon Nylund was released.
7704,13,[2022-07-23 2:40:57 PM] - Ken Bennett was released.
7705,3,[2022-07-23 2:40:57 PM] - Chuck Meyer was released.
7706,19,[2022-07-23 2:40:57 PM] - Dan Collins was released.
7707,7,[2022-07-23 2:40:57 PM] - Urban Ceder was released.
7708,22,[2022-07-23 2:40:57 PM] - Don Howard was released.
7709,22,[2022-07-23 2:40:57 PM] - Marcel Hernandez was released.
7710,23,[2022-07-23 2:40:57 PM] - Konstantin Cherepanov was released.
7711,1,[2022-07-23 2:40:57 PM] - Rogelio Gilbert was released.
7712,14,[2022-07-23 2:40:57 PM] - Ilmari Vaara was released.
7713,12,[2022-07-23 2:40:57 PM] - Kenny Proulx was released.
7714,3,[2022-07-23 2:40:57 PM] - Valeriy Shabanova was released.
7715,23,[2022-07-23 2:40:57 PM] - John Dumas was released.
7716,22,[2022-07-23 2:40:57 PM] - Svend Ottesen was released.
7717,11,[2022-07-23 2:40:57 PM] - Leonard Snyder was released.
7718,7,[2022-07-23 2:40:57 PM] - Lubor Pribulova was released.
7719,4,[2022-07-23 2:40:57 PM] - Daniel Gonzalez was released.
7720,11,[2022-07-23 2:40:57 PM] - Tommy Soderstrom was released.
7721,11,[2022-07-23 2:40:57 PM] - Brede Tandberg was released.
7722,2,[2022-07-23 2:40:57 PM] - David Johansen was released.
7723,13,[2022-07-23 2:40:57 PM] - Nick Newman was released.
7724,24,[2022-07-23 2:40:57 PM] - Gerardo Fox was released.
7725,1,[2022-07-23 2:40:57 PM] - Ronnie Mclaughlin was released.
7726,16,[2022-07-23 2:40:57 PM] - Alex Horton was released.
7727,17,[2022-07-23 2:40:57 PM] - Henrik Olsen was released.
7728,8,[2022-07-23 2:40:57 PM] - Eduard Tikhomirov was released.
7729,22,[2022-07-23 2:40:57 PM] - Tommy Walsh was released.
7730,16,[2022-07-23 2:40:57 PM] - Keijo Lindgren was released.
7731,18,[2022-07-23 2:40:57 PM] - Art Best was released.
7732,6,[2022-07-23 2:40:57 PM] - Emile Trottier was released.
7733,23,[2022-07-23 2:40:57 PM] - Odd Karstensen was released.
7734,19,[2022-07-23 2:40:57 PM] - Al Williams was released.
7735,4,[2022-07-23 2:40:57 PM] - Ian Marshall was released.
7736,16,[2022-07-23 2:40:57 PM] - Alexander Ricard was released.
7737,24,[2022-07-23 2:40:57 PM] - Marian Kvapil was released.
7738,6,[2022-07-23 2:40:57 PM] - Arnost Hofmanova was released.
7739,17,[2022-07-23 2:40:57 PM] - Edgar Wall was released.
7740,22,[2022-07-23 2:40:57 PM] - Ricardo Lajoie was released.
7741,7,[2022-07-23 2:40:57 PM] - Ole Loof was released.
7742,1,[2022-07-23 2:40:57 PM] - Mihaly Simova was released.
7743,14,[2022-07-23 2:40:57 PM] - Rickey Spears was released.
7744,20,[2022-07-23 2:40:57 PM] - Sanal Karpenko was released.
7745,2,[2022-07-23 2:40:57 PM] - Matthew Perkins was released.
7746,20,[2022-07-23 2:40:57 PM] - Mike English was released.
7747,24,[2022-07-23 2:40:57 PM] - Jonathan Roberge was released.
7748,18,[2022-07-23 2:40:57 PM] - Preston Moon was released.
7749,17,[2022-07-23 2:40:57 PM] - Andrej Shirokov was released.
7750,4,[2022-07-23 2:40:57 PM] - Roberto Wirth was released.
7751,13,[2022-07-23 2:40:57 PM] - Len Leduc was released.
7752,24,[2022-07-23 2:40:57 PM] - Nikolas Sestakova was released.
7753,19,[2022-07-23 2:40:57 PM] - Frederick Fleming was released.
7754,10,[2022-07-23 2:40:57 PM] - Yan Ageev was released.
7755,14,[2022-07-23 2:40:57 PM] - Wai Gonzalez was released.
7756,22,[2022-07-23 2:40:57 PM] - Eugene Williams was released.
7757,24,[2022-07-23 2:40:57 PM] - Insur Pavlov was released.
7758,15,[2022-07-23 2:40:57 PM] - Aaron Hanson was released.
7759,6,[2022-07-23 2:40:57 PM] - Aimo Nevala was released.
7760,21,[2022-07-23 2:40:57 PM] - Mikulas Hrdina was released.
7761,17,[2022-07-23 2:40:57 PM] - Claus-Dieter Finke was released.
7762,10,[2022-07-23 2:40:57 PM] - Rob Long was released.
7763,12,[2022-07-23 2:40:57 PM] - Stefan Mclaughlin was released.
7764,1,[2022-07-23 2:40:57 PM] - Andrey Bakirov was released.
7765,9,[2022-07-23 2:40:57 PM] - Arkadiy Rusakov was released.
7766,8,[2022-07-23 2:40:57 PM] - Dale Baldwin was released.
7767,6,[2022-07-23 2:40:57 PM] - Marc-Andre Macdougall was released.
7768,3,[2022-07-23 2:40:57 PM] - Claus-Peter Grau was released.
7769,16,[2022-07-23 2:40:57 PM] - Hasse Medin was released.
7770,7,[2022-07-23 2:40:57 PM] - William Chen was released.
7771,18,[2022-07-23 2:40:57 PM] - Franklin Gould was released.
7772,22,[2022-07-23 2:40:57 PM] - Hubertus Knapp was released.
7773,17,[2022-07-23 2:40:57 PM] - Bohus Schmidt was released.
7774,22,[2022-07-23 2:40:57 PM] - Aslan Melnikov was released.
7775,12,[2022-07-23 2:40:57 PM] - Maxmilian Vaculik was released.
7776,2,[2022-07-23 2:40:57 PM] - Simon Blanchette was released.
7777,3,[2022-07-23 2:40:57 PM] - Gary Walton was released.
7778,1,[2022-07-23 2:40:57 PM] - Arturo Douglas was released.
7779,22,[2022-07-23 2:40:57 PM] - Mathew Blanchette was released.
7780,13,[2022-07-23 2:40:57 PM] - Greg Gillespie was released.
7781,8,[2022-07-23 2:40:57 PM] - Kurt Lo was released.
7782,6,[2022-07-23 2:40:57 PM] - Peter Manko was released.
7783,1,[2022-07-23 2:40:57 PM] - Erik Mcneil was released.
7784,4,[2022-07-23 2:40:57 PM] - Niels Hult was released.
7785,4,[2022-07-23 2:40:57 PM] - Oleg Shevchenko was released.
7786,24,[2022-07-23 2:40:57 PM] - Aaron Lariviere was released.
7787,4,[2022-07-23 2:40:57 PM] - Floyd Gibson was released.
7788,24,[2022-07-23 2:40:57 PM] - Josh Hoffman was released.
7789,21,[2022-07-23 2:40:57 PM] - Luigi Caldwell was released.
7790,15,[2022-07-23 2:40:57 PM] - Austin Black was released.
7791,10,[2022-07-23 2:40:57 PM] - Freddie Madden was released.
7792,15,[2022-07-23 2:40:57 PM] - Tom Seitz was released.
7793,16,[2022-07-23 2:40:57 PM] - Leo Snyder was released.
7794,13,[2022-07-23 2:40:57 PM] - Salvador Ward was released.
7795,19,[2022-07-23 2:40:57 PM] - Dave Marcoux was released.
7796,21,[2022-07-23 2:40:57 PM] - Remi Merlin was released.
7797,20,[2022-07-23 2:40:57 PM] - Ahmed Larsen was released.
7798,3,[2022-07-23 2:40:57 PM] - Isaac Wilcox was released.
7799,2,[2022-07-23 2:40:57 PM] - Marco Barker was released.
7800,20,[2022-07-23 2:40:57 PM] - Geoffrey Baldwin was released.
7801,18,[2022-07-23 2:40:57 PM] - Renald Cole was released.
7802,23,[2022-07-23 2:40:57 PM] - Mustafa Thomasson was released.
7803,7,[2022-07-23 2:40:57 PM] - Roberts Skuja was released.
7804,14,[2022-07-23 2:40:57 PM] - Kent Washington was released.
7805,7,[2022-07-23 2:40:57 PM] - Dan Kozlov was released.
7806,5,[2022-07-23 2:40:57 PM] - Christian Lauzon was released.
7807,14,[2022-07-23 2:40:57 PM] - Eric Prevost was released.
7808,16,[2022-07-23 2:40:57 PM] - Eriks Locmelis was released.
7809,10,[2022-07-23 2:40:57 PM] - Milos Havel was released.
7810,18,[2022-07-23 2:40:57 PM] - Lowell Elliott was released.
7811,19,[2022-07-23 2:40:57 PM] - Neil Kirby was released.
7812,23,[2022-07-23 2:40:57 PM] - Ricardo Watts was released.
7813,1,[2022-07-23 2:40:57 PM] - Clayton Welch was released.
7814,7,[2022-07-23 2:40:57 PM] - Robin Schwarzer was released.
7815,14,[2022-07-23 2:40:57 PM] - Dominik Horvathova was released.
7816,4,[2022-07-23 2:40:57 PM] - Kim Lindqvist was released.
7817,2,[2022-07-23 2:40:57 PM] - Andres Sharp was released.
7818,18,[2022-07-23 2:40:57 PM] - Frederick Macdougall was released.
7819,17,[2022-07-23 2:40:57 PM] - Robert Tahvanainen was released.
7820,5,[2022-07-23 2:40:57 PM] - Jack Hunt was released.
7821,23,[2022-07-23 2:40:57 PM] - Taisto Heikkonen was released.
7822,22,[2022-07-23 2:40:57 PM] - Vesa Lehikoinen was released.
7823,7,[2022-07-23 2:40:57 PM] - Tord Knutsson was released.
7824,12,[2022-07-23 2:40:57 PM] - Esa Palomaki was released.
7825,11,[2022-07-23 2:40:57 PM] - Jamie Laflamme was released.
7826,8,[2022-07-23 2:40:57 PM] - Dale Crowley was released.
7827,2,[2022-07-23 2:40:57 PM] - David Sims was released.
7828,11,[2022-07-23 2:40:57 PM] - Mel Calderon was released.
7829,19,[2022-07-23 2:40:57 PM] - Samuel Milne was released.
